wrld_0d2d4609-a02c-4a0f-a74b-4cf18c2a7be5	1	0	Lakuza	Luxerion World	Unexplored
wrld_8c9ecb62-bd45-417f-8b75-d8b756ac4d6e	1	0	Taibe	Evacuation Protocol	Unexplored
wrld_8ae3b9b9-173b-4329-9ffb-213e35dcbab8	1	0	IgbarVonSquid	THE GREATEST WORLD EVER MADE	Unexplored
wrld_da97f2e5-28bc-4859-9280-16eeee907c69	1	0	Fins	Treasure Heist	Unexplored
wrld_3a278573-e742-4ac8-85ec-2713ddd131d0	1	0	hyoromo	Maze in Cube	Unexplored
wrld_1f5f79e9-dcdf-4e54-9422-a868b96c872c	1	0	Shiro K	FOXGATE [Escape Room]	Unexplored
wrld_9a0735e7-603e-475e-8d4d-e0a45a453e32	1	0	Zangeiti	Watching Paint Dry	Unexplored
wrld_56b0ddd6-ea3d-4acf-b110-e3f22961d553	1	0	orels1	Time Motel	Unexplored
